Fecha,Ruta,Efectivo,Tarifa Incompleta,Overpay,Monto Pasajes,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error,Monto Total Efectivo,Monto Total Tarjetas,Pasajes Efectivo,Pasajes Tarjeta Gral,Pasajes Tarjeta Per,Pasajes Bpd,Total Pasajes Tarjeta,Total Pasajes
2021-01-13,A09,784.0,39.0,33.5,750.5,85.5,19.0,0.0,0.0,0.0,823.0,104.5,79,18,7,0,25,104
2021-01-13,A13,348.5,37.5,16.0,332.5,199.5,57.0,0.0,0.0,0.0,386.0,256.5,35,39,12,0,51,86
2021-01-13,A15,1923.0,78.5,89.5,1833.5,1482.0,285.0,0.0,0.0,0.0,2001.5,1767.0,193,311,60,0,371,564
2021-01-13,A16,8279.0,689.0,375.0,7904.0,3543.5,736.25,0.0,0.0,0.0,8968.0,4279.75,832,511,171,0,682,1514
2021-01-13,A17,686.0,70.5,30.5,655.5,294.5,128.25,0.0,0.0,0.0,756.5,422.75,69,117,27,0,144,213
2021-01-13,A18,6091.0,301.0,286.5,5804.5,3068.5,503.5,0.0,0.0,0.0,6392.0,3572.0,611,626,106,0,732,1343
2021-01-13,A19,32204.5,1828.5,1481.5,30723.0,13670.5,1852.5,0.0,0.0,0.0,34033.0,15523.0,3234,2698,445,0,3143,6377
2021-01-13,A20,9776.5,964.0,476.0,9300.5,5804.5,608.0,0.0,0.0,0.0,10740.5,6412.5,979,1048,136,0,1184,2163
2021-01-14,A03,4272.0,287.5,196.5,4075.5,1805.0,418.0,0.0,0.0,0.0,4559.5,2223.0,429,301,91,0,392,821
2021-01-14,A06,2640.0,121.0,113.0,2527.0,2812.0,441.75,0.0,0.0,0.0,2761.0,3253.75,266,528,105,0,633,899
2021-01-14,A07,10.0,0.0,0.5,9.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1,2,0,0,2,3
2021-01-14,A08,11178.5,499.5,510.0,10668.5,4351.0,736.25,0.0,0.0,0.0,11678.0,5087.25,1123,969,163,0,1132,2255
2021-01-14,A09,694.5,22.5,29.5,665.0,171.0,9.5,0.0,0.0,0.0,717.0,180.5,70,28,3,0,31,101
2021-01-14,A13,486.5,71.0,21.0,465.5,209.0,57.0,0.0,0.0,0.0,557.5,266.0,49,46,12,0,58,107
2021-01-14,A14,735.0,20.0,32.0,703.0,95.0,23.75,0.0,0.0,0.0,755.0,118.75,74,36,5,0,41,115
2021-01-14,A15,538.0,19.0,25.0,513.0,598.5,90.25,0.0,0.0,0.0,557.0,688.75,54,75,19,0,94,148
2021-01-14,A16,9963.0,805.5,463.0,9500.0,3201.5,1049.75,0.0,0.0,0.0,10768.5,4251.25,1000,435,232,0,667,1667
2021-01-14,A17,2079.5,96.0,94.0,1985.5,893.0,237.5,0.0,0.0,0.0,2175.5,1130.5,209,245,66,0,311,520
2021-01-14,A18,5491.0,442.5,256.5,5234.5,3420.0,427.5,0.0,0.0,0.0,5933.5,3847.5,551,609,90,0,699,1250
