Fecha,Unidad,Total Viajes,Total Vueltas,Km Programados,Km Vacios,Km Realizados
01/05/2022,TM-020    ,125,62.5,2000,0,2000
01/05/2022,TM-021    ,407,203.5,6506,10,6496
01/05/2022,TM-022    ,444,222,7104,0,7104
01/05/2022,TM-023    ,508,254,8062,110,7952
01/05/2022,TM-024    ,344,172,5504,0,5504
01/05/2022,TM-025    ,415,207.5,6628,20,6608
01/05/2022,TM-027    ,312,156,4980,20,4960
01/05/2022,TM-028    ,543,271.5,8640,80,8560
01/05/2022,TM-029    ,548,274,8768,0,8768
01/05/2022,TM-030    ,490,245,7828,20,7808
01/05/2022,TM-031    ,524,262,8372,36,8336
01/05/2022,TM-032    ,401,200.5,6416,16,6400
01/05/2022,TM-034    ,458,229,7328,0,7328
01/05/2022,TM-035    ,518,259,8288,0,8288
01/05/2022,TM-037    ,6,3,96,0,96
01/05/2022,TM-038    ,407,203.5,6440,120,6320
01/05/2022,TM-039    ,534,267,8532,20,8512
01/05/2022,TM-040    ,591,295.5,9390,110,9280
01/05/2022,TM-041    ,329,164.5,5252,36,5216
01/05/2022,TM-042    ,226,113,3598,78,3520
01/05/2022,TM-044    ,99,49.5,1584,0,1584
01/05/2022,TM-045    ,165,82.5,2622,46,2576
01/05/2022,TM-046    ,412,206,6544,272,6272
01/05/2022,TM-047    ,527,263.5,8366,254,8112
01/05/2022,TM-048    ,215,107.5,3410,98,3312
01/05/2022,TM-049    ,299,149.5,4736,192,4544
01/05/2022,TM-050    ,336,168,5310,286,5024
01/05/2022,TM-051    ,431,215.5,6854,166,6688
01/05/2022,TM-052    ,422,211,6631.6,231.6,6400
01/05/2022,TM-053    ,371,185.5,5912,136,5776
01/05/2022,TM-054    ,428,214,6759.6,151.6,6608
01/05/2022,TM-055    ,446,223,7050.8,234.8,6816
01/05/2022,TM-056    ,482,241,7644.8,124.8,7520
01/05/2022,TM-057    ,364,182,5758,174,5584
01/05/2022,TM-058    ,493,246.5,7838.8,62.8,7776
01/05/2022,TM-059    ,477,238.5,7566,206,7360
01/05/2022,TM-060    ,432,216,6882,82,6800
01/06/2022,AM-01     ,1876,938,9212,112,9100
01/06/2022,AM-02     ,1909,954.5,9564,214,9350
01/06/2022,AM-03     ,805,402.5,7312,258,7054
01/06/2022,AM-04     ,836,418,7427,439,6988
01/06/2022,AM-05     ,844,422,7718,534,7184
01/06/2022,AM-06     ,879,439.5,7874,561,7313
01/06/2022,AM-068    ,1081,540.5,4926,806,4120
01/06/2022,AM-069    ,1068,534,4896,1322,3574
01/06/2022,AM-07     ,866,433,7916,402,7514
01/06/2022,AM-070    ,1079,539.5,4755,724,4031
01/06/2022,AM-071    ,1088,544,4974,708,4266
01/06/2022,AM-072    ,1056,528,6114,764,5350
01/06/2022,AM-073    ,1530,765,7708,692,7016
01/06/2022,AM-074    ,687,343.5,7497,1186,6311
01/06/2022,AM-075    ,692,346,7532,1570,5962
01/06/2022,AM-076    ,676,338,6972,856,6116
01/06/2022,AM-077    ,729,364.5,7679,839,6840
01/06/2022,AM-078    ,655,327.5,6682,609,6073
01/06/2022,AM-079    ,660,330,6886,509,6377
01/06/2022,AM-08     ,1169,584.5,6001,286,5715
01/06/2022,AM-080    ,659,329.5,7215,666,6549
01/06/2022,AM-081    ,659,329.5,7027,511,6516
01/06/2022,AM-082    ,773,386.5,7520,229,7291
01/06/2022,AM-083    ,840,420,7265,246,7019
01/06/2022,AM-084    ,841,420.5,7054,232,6822
01/06/2022,AM-085    ,1078,539,8368,280,8088
01/06/2022,AM-086    ,1074,537,7259,248,7011
01/06/2022,AM-087    ,1135,567.5,6262,357,5905
01/06/2022,AM-088    ,1186,593,6064,367,5697
01/06/2022,AM-089    ,1525,762.5,6188,301,5887
01/06/2022,AM-09     ,521,260.5,10159,1762,8397
01/06/2022,AM-090    ,1531,765.5,6686,335,6351
01/06/2022,AM-091    ,867,433.5,6744,891,5853
01/06/2022,AM-092    ,392,196,5891,1112,4779
01/06/2022,AM-093    ,362,181,6022,1428,4594
01/06/2022,AM-094    ,282,141,4652,1042,3610
01/06/2022,AM-095    ,220,110,4467,1670,2797
01/06/2022,AM-096    ,236,118,5144,1800,3344
01/06/2022,AM-097    ,156,78,3393,1170,2223
01/06/2022,AM-098    ,154,77,3059,718,2341
01/06/2022,AM-099    ,100,50,2186,780,1406
01/06/2022,AM-10     ,387,193.5,8024,1830,6194
01/06/2022,AM-100    ,48,24,1022,300,722
01/06/2022,AM-101    ,30,15,450,14,436
01/06/2022,AM-102    ,20,10,353,104,249
01/06/2022,AM-103    ,51,25.5,335,41,294
01/06/2022,AM-11     ,472,236,9356,2144,7212
01/06/2022,AM-12     ,294,147,5938,960,4978
01/06/2022,AM-13     ,472,236,9150,1650,7500
01/06/2022,AM-14     ,522,261,6140,1060,5080
01/06/2022,AM-15     ,344,172,5534,766,4768
01/06/2022,AM-16     ,529,264.5,6382,829,5553
01/06/2022,AM-17     ,473,236.5,9207,1590,7617
01/06/2022,AM-18     ,498,249,9655,1244,8411
01/06/2022,AM-19     ,526,263,10522,1440,9082
01/06/2022,AM-20     ,440,220,8110.65,1001.9,7108.75
01/06/2022,AM-21     ,463,231.5,9655,2340,7315
01/06/2022,AM-22     ,516,258,10530,1980,8550
01/06/2022,AM-23     ,454,227,8181,1672,6509
01/06/2022,AM-24     ,550,275,10091,2180,7911
01/06/2022,AM-25     ,452,226,9300,2310,6990
01/06/2022,AM-26     ,714,357,9951,959,8992
01/06/2022,AM-27     ,604,302,8567,646,7921
01/06/2022,AM-28     ,674,337,9554,934,8620
01/06/2022,AM-29     ,533,266.5,7317,510,6807
01/06/2022,AM-30     ,722,361,10108,658,9450
01/06/2022,AM-31     ,678,339,9502,752,8750
01/06/2022,AM-32     ,500,250,6788,576,6212
01/06/2022,AM-33     ,707,353.5,10007,834,9173
01/06/2022,AM-34     ,49,24.5,693,131,562
01/06/2022,AM-35     ,10,5,201,30,171
01/06/2022,AM-37     ,1052,526,4563,678,3885
01/06/2022,AM-38     ,1195,597.5,5237,823,4414
01/06/2022,AM-39     ,1149,574.5,4873,749,4124
01/06/2022,AM-40     ,1141,570.5,5012,825,4187
01/06/2022,AM-41     ,1690,845,6792,248,6544
01/06/2022,AM-42     ,1704,852,6908,312,6596
01/06/2022,AM-43     ,103,51.5,559,71,488
01/06/2022,AM-44     ,739,369.5,7387,175,7212
01/06/2022,AM-45     ,780,390,6218,414,5804
01/06/2022,AM-46     ,1950,975,8150,265,7885
01/06/2022,AM-47     ,1818,909,7517,439,7078
01/06/2022,AM-48     ,1852,926,7552,380,7172
01/06/2022,AM-49     ,1740,870,6530,84,6446
01/06/2022,AM-50     ,1984,992,7010,84,6926
01/06/2022,AM-51     ,1944,972,6810,84,6726
01/06/2022,AM-52     ,1664,832,6163,54,6109
01/06/2022,AM-53     ,1464,732,5642,48.8,5593.2
01/06/2022,AM-54     ,853,426.5,4265,0,4265
01/06/2022,AM-55     ,437,218.5,1632,6,1626
01/06/2022,AM-57     ,59,29.5,509,87,422
01/06/2022,AM-60     ,16,8,337,90,247
01/06/2022,AM-62     ,13,6.5,119,9,110
01/06/2022,AM-63     ,69,34.5,1012,154,858
01/06/2022,AM-64     ,663,331.5,6853,814,6039
01/06/2022,AM-65     ,701,350.5,7079,798,6281
01/06/2022,AM-66     ,683,341.5,6972,873,6099
01/06/2022,AM-67     ,650,325,6718,855,5863
01/06/2022,TM-001    ,334,167,5326,30,5296
01/06/2022,TM-002    ,493,246.5,7888,0,7888
01/06/2022,TM-003    ,524,262,8366,46,8320
01/06/2022,TM-004    ,479,239.5,7658,10,7648
01/06/2022,TM-005    ,453,226.5,7242,26,7216
01/06/2022,TM-006    ,51,25.5,816,0,816
01/06/2022,TM-007    ,541,270.5,8656,16,8640
01/06/2022,TM-008    ,445,222.5,7114,26,7088
01/06/2022,TM-009    ,86,43,1376,0,1376
01/06/2022,TM-010    ,427,213.5,6820,52,6768
01/06/2022,TM-011    ,309,154.5,4926,46,4880
01/06/2022,TM-012    ,538,269,8602,26,8576
01/06/2022,TM-013    ,528,264,8448,0,8448
01/06/2022,TM-014    ,410,205,6548,36,6512
01/06/2022,TM-015    ,521,260.5,8336,0,8336
01/06/2022,TM-016    ,534,267,8544,0,8544
01/06/2022,TM-018    ,478,239,7616.8,0.8,7616
01/06/2022,TM-019    ,434,217,6944,0,6944
01/06/2022,TM-020    ,46,23,736,0,736
01/06/2022,TM-021    ,324,162,5184,16,5168
01/06/2022,TM-022    ,500,250,7950.8,30.8,7920
01/06/2022,TM-023    ,533,266.5,8522,10,8512
01/06/2022,TM-024    ,470,235,7466,90,7376
01/06/2022,TM-025    ,412,206,6538,106,6432
01/06/2022,TM-026    ,209,104.5,3344,0,3344
01/06/2022,TM-027    ,430,215,6874,10,6864
01/06/2022,TM-028    ,518,259,8264,40,8224
01/06/2022,TM-029    ,453,226.5,7188,116,7072
01/06/2022,TM-030    ,512,256,8192,16,8176
01/06/2022,TM-031    ,507,253.5,8112,16,8096
01/06/2022,TM-032    ,472,236,7502.8,62.8,7440
01/06/2022,TM-034    ,451,225.5,7216,0,7216
01/06/2022,TM-035    ,456,228,7290,42,7248
01/06/2022,TM-038    ,597,298.5,9468,156,9312
01/06/2022,TM-039    ,404,202,6464,0,6464
01/06/2022,TM-040    ,563,281.5,8918,150,8768
01/06/2022,TM-041    ,370,185,5872,80,5792
01/06/2022,TM-042    ,238,119,3790,30,3760
01/06/2022,TM-043    ,6,3,90,26,64
01/06/2022,TM-044    ,112,56,1792,0,1792
01/06/2022,TM-045    ,282,141,4494,46,4448
01/06/2022,TM-046    ,265,132.5,4210,130,4080
01/06/2022,TM-047    ,401,200.5,6362,186,6176
01/06/2022,TM-048    ,403,201.5,6376,328,6048
01/06/2022,TM-049    ,483,241.5,7680,176,7504
01/06/2022,TM-050    ,435,217.5,6900,196,6704
01/06/2022,TM-051    ,383,191.5,6056,216,5840
01/06/2022,TM-052    ,386,193,6134,134,6000
01/06/2022,TM-053    ,389,194.5,6164,228,5936
01/06/2022,TM-054    ,259,129.5,4120,88,4032
01/06/2022,TM-055    ,437,218.5,6932,212,6720
01/06/2022,TM-056    ,328,164,5188,196,4992
01/06/2022,TM-057    ,333,166.5,5298,130,5168
01/06/2022,TM-058    ,437,218.5,6968,104,6864
01/06/2022,TM-059    ,399,199.5,6354,82,6272
01/06/2022,TM-060    ,524,262,8330,122,8208
01/07/2022,AM-01     ,2068,1034,10154,124,10030
01/07/2022,AM-02     ,1946,973,9529,118,9411
01/07/2022,AM-028    ,23,11.5,362,10,352
01/07/2022,AM-03     ,807,403.5,7322,507,6815
01/07/2022,AM-04     ,910,455,8402,483.2,7918.8
01/07/2022,AM-05     ,755,377.5,7391,351,7040
01/07/2022,AM-06     ,779,389.5,7686,649,7037
01/07/2022,AM-068    ,1236,618,5468,934,4534
01/07/2022,AM-069    ,1108,554,5070,1449,3621
01/07/2022,AM-07     ,836,418,7710,545,7165
01/07/2022,AM-070    ,1237,618.5,5377,691,4686
01/07/2022,AM-071    ,1164,582,5415,672,4743
01/07/2022,AM-072    ,1277,638.5,7068,817,6251
01/07/2022,AM-073    ,1434,717,8039,806,7233
01/07/2022,AM-074    ,718,359,7507,1168,6339
01/07/2022,AM-075    ,701,350.5,7575,1536,6039
01/07/2022,AM-076    ,718,359,7466,976,6490
01/07/2022,AM-077    ,727,363.5,7633,837,6796
01/07/2022,AM-078    ,702,351,7135,652,6483
01/07/2022,AM-079    ,709,354.5,7366,544,6822
01/07/2022,AM-08     ,1206,603,6188,302,5886
01/07/2022,AM-080    ,681,340.5,7391,634,6757
01/07/2022,AM-081    ,726,363,7557,476,7081
01/07/2022,AM-082    ,774,387,7731,380,7351
01/07/2022,AM-083    ,835,417.5,7776,262,7514
01/07/2022,AM-084    ,853,426.5,7410,255,7155
01/07/2022,AM-085    ,1016,508,7975,337,7638
01/07/2022,AM-086    ,1168,584,7812,358,7454
01/07/2022,AM-087    ,1305,652.5,6859,246,6613
01/07/2022,AM-088    ,1352,676,6498,289,6209
01/07/2022,AM-089    ,1793,896.5,6767,313,6454
01/07/2022,AM-09     ,511,255.5,10153,2296,7857
01/07/2022,AM-090    ,1546,773,7509,530,6979
01/07/2022,AM-091    ,634,317,6374,1080,5294
01/07/2022,AM-092    ,318,159,6104,1234,4870
01/07/2022,AM-093    ,252,126,5305,1410,3895
01/07/2022,AM-094    ,246,123,5208,1620,3588
01/07/2022,AM-095    ,218,109,4736,1620,3116
01/07/2022,AM-096    ,164,82,3666,1500,2166
01/07/2022,AM-097    ,152,76,3131,1018,2113
01/07/2022,AM-098    ,96,48,1902,568,1334
01/07/2022,AM-099    ,36,18,728,120,608
01/07/2022,AM-10     ,597,298.5,11074.7,1725.4,9349.3
01/07/2022,AM-100    ,26,13,571,210,361
01/07/2022,AM-101    ,12,6,168,14,154
01/07/2022,AM-103    ,39,19.5,473,131,342
01/07/2022,AM-11     ,524,262,10704,2040,8664
01/07/2022,AM-12     ,273,136.5,5248,704,4544
01/07/2022,AM-13     ,506,253,10393,2287,8106
01/07/2022,AM-14     ,617,308.5,8167,1440,6727
01/07/2022,AM-15     ,700,350,7289,772,6517
01/07/2022,AM-16     ,679,339.5,6660.92,757.72,5903.2
01/07/2022,AM-17     ,520,260,10690,2414,8276
01/07/2022,AM-18     ,406,203,8234,1777,6457
01/07/2022,AM-19     ,498,249,9941,1764,8177
01/07/2022,AM-20     ,423,211.5,7443,834,6609
01/07/2022,AM-21     ,500,250,9599,1247,8352
01/07/2022,AM-22     ,484,242,9680,1320,8360
01/07/2022,AM-23     ,449,224.5,8995,2291,6704
01/07/2022,AM-24     ,539,269.5,10676,1797,8879
01/07/2022,AM-25     ,466,233,9271,1970,7301
01/07/2022,AM-26     ,503,251.5,7121,573,6548
01/07/2022,AM-27     ,676,338,9228,890,8338
01/07/2022,AM-28     ,734,367,10335,808,9527
01/07/2022,AM-29     ,652,326,9056,857,8199
01/07/2022,AM-30     ,691,345.5,9674,672,9002
01/07/2022,AM-31     ,609,304.5,8541,616,7925
01/07/2022,AM-32     ,626,313,8866,774,8092
01/07/2022,AM-33     ,678,339,9166,696,8470
01/07/2022,AM-37     ,1140,570,4874,778,4096
01/07/2022,AM-38     ,1183,591.5,5017,765,4252
01/07/2022,AM-39     ,1257,628.5,5634,888,4746
01/07/2022,AM-40     ,1156,578,5097,764,4333
01/07/2022,AM-41     ,1822,911,7545,415,7130
01/07/2022,AM-42     ,1312,656,5497,282,5215
01/07/2022,AM-43     ,34,17,157,18,139
01/07/2022,AM-44     ,782,391,7714,213,7501
01/07/2022,AM-45     ,705,352.5,6973,565,6408
01/07/2022,AM-46     ,2120,1060,8891,268,8623
01/07/2022,AM-47     ,1834,917,7706,408,7298
01/07/2022,AM-48     ,1923,961.5,7772,328,7444
01/07/2022,AM-49     ,1570,785,6140,76,6064
01/07/2022,AM-50     ,1869,934.5,6641,72,6569
01/07/2022,AM-51     ,1598,799,5877,78,5799
01/07/2022,AM-52     ,1961,980.5,6751,96,6655
01/07/2022,AM-53     ,1689,844.5,6359,36,6323
01/07/2022,AM-54     ,874,437,4370,0,4370
01/07/2022,AM-55     ,913,456.5,3537,60,3477
01/07/2022,AM-56     ,70,35,372,4,368
01/07/2022,AM-57     ,36,18,230,14,216
01/07/2022,AM-58     ,86,43,870,116,754
01/07/2022,AM-59     ,41,20.5,195,32,163
01/07/2022,AM-60     ,4,2,76,0,76
01/07/2022,AM-61     ,30,15,452,37,415
01/07/2022,AM-62     ,8,4,163,30,133
01/07/2022,AM-63     ,6,3,114,0,114
01/07/2022,AM-64     ,676,338,6780,818,5962
01/07/2022,AM-65     ,681,340.5,6987,871,6116
01/07/2022,AM-66     ,566,283,5949,757,5192
01/07/2022,AM-67     ,676,338,6860,766,6094
01/07/2022,TM-001    ,496,248,7924,20,7904
01/07/2022,TM-002    ,460,230,7354,10,7344
01/07/2022,TM-003    ,554,277,8864,0,8864
01/07/2022,TM-004    ,441,220.5,7056,0,7056
01/07/2022,TM-005    ,508,254,8110,78,8032
01/07/2022,TM-006    ,246,123,3930,10,3920
01/07/2022,TM-007    ,450,225,7194,26,7168
01/07/2022,TM-008    ,484,242,7738,26,7712
01/07/2022,TM-009    ,206,103,3296,0,3296
01/07/2022,TM-010    ,569,284.5,9104,16,9088
01/07/2022,TM-011    ,384,192,6138,10,6128
01/07/2022,TM-012    ,534,267,8544,16,8528
01/07/2022,TM-013    ,403,201.5,6424,72,6352
01/07/2022,TM-014    ,440,220,7010,50,6960
01/07/2022,TM-015    ,418,209,6664,136,6528
01/07/2022,TM-016    ,516,258,8256,0,8256
01/07/2022,TM-018    ,241,120.5,3850,10,3840
01/07/2022,TM-019    ,436,218,6940,60,6880
01/07/2022,TM-020    ,308,154,4853.6,21.6,4832
01/07/2022,TM-021    ,261,130.5,4176,0,4176
01/07/2022,TM-022    ,494,247,7880,40,7840
01/07/2022,TM-023    ,412,206,6556,60,6496
01/07/2022,TM-024    ,506,253,8084,20,8064
01/07/2022,TM-025    ,429,214.5,6852,20,6832
01/07/2022,TM-026    ,523,261.5,8300.8,60.8,8240
01/07/2022,TM-027    ,507,253.5,8106,10,8096
01/07/2022,TM-028    ,533,266.5,8468,100,8368
01/07/2022,TM-029    ,425,212.5,6746,90,6656
01/07/2022,TM-030    ,497,248.5,7940,52,7888
01/07/2022,TM-031    ,499,249.5,7966,46,7920
01/07/2022,TM-032    ,564,282,9012,20,8992
01/07/2022,TM-034    ,303,151.5,4848,0,4848
01/07/2022,TM-035    ,412,206,6568,56,6512
01/07/2022,TM-036    ,10,5,160,0,160
01/07/2022,TM-037    ,31,15.5,496,0,496
01/07/2022,TM-038    ,454,227,7258,10,7248
01/07/2022,TM-039    ,508,254,8110,30,8080
01/07/2022,TM-040    ,601,300.5,9574,102,9472
01/07/2022,TM-041    ,419,209.5,6656,80,6576
01/07/2022,TM-042    ,198,99,3150,46,3104
01/07/2022,TM-044    ,196,98,3112,88,3024
01/07/2022,TM-045    ,286,143,4564,36,4528
01/07/2022,TM-046    ,415,207.5,6586,202,6384
01/07/2022,TM-047    ,249,124.5,3972,84,3888
01/07/2022,TM-048    ,256,128,4072,104,3968
01/07/2022,TM-049    ,378,189,5994,186,5808
01/07/2022,TM-050    ,500,250,7934,270,7664
01/07/2022,TM-051    ,311,155.5,4922,170,4752
01/07/2022,TM-052    ,345,172.5,5466,218,5248
01/07/2022,TM-053    ,280,140,4444,124,4320
01/07/2022,TM-054    ,387,193.5,6132,196,5936
01/07/2022,TM-055    ,245,122.5,3890,162,3728
01/07/2022,TM-056    ,409,204.5,6476.8,92.8,6384
01/07/2022,TM-057    ,324,162,5136,144,4992
01/07/2022,TM-058    ,281,140.5,4472,88,4384
01/07/2022,TM-059    ,405,202.5,6432,96,6336
01/07/2022,TM-060    ,467,233.5,7430,182,7248
01/08/2022,AM-008    ,41,20.5,203,8,195
01/08/2022,AM-01     ,1971,985.5,9777,133,9644
01/08/2022,AM-02     ,1976,988,9687,134,9553
01/08/2022,AM-03     ,672,336,6119,297,5822
01/08/2022,AM-04     ,858,429,7907,558,7349
01/08/2022,AM-05     ,928,464,8421,587,7834
01/08/2022,AM-06     ,737,368.5,6731,380,6351
01/08/2022,AM-068    ,1267,633.5,5576,875,4701
01/08/2022,AM-069    ,1064,532,4846,1470,3376
01/08/2022,AM-07     ,752,376,6994,317,6677
01/08/2022,AM-070    ,1149,574.5,4941,649,4292
01/08/2022,AM-071    ,1061,530.5,4726,671,4055
01/08/2022,AM-072    ,1089,544.5,6329,920,5409
01/08/2022,AM-073    ,1692,846,8505,748,7757
01/08/2022,AM-074    ,757,378.5,8086,1310,6776
01/08/2022,AM-075    ,707,353.5,7523,1728,5795
01/08/2022,AM-076    ,709,354.5,7199,720,6479
01/08/2022,AM-077    ,743,371.5,7858,965,6893
01/08/2022,AM-078    ,659,329.5,6598,573,6025
01/08/2022,AM-079    ,699,349.5,7340,501,6839
01/08/2022,AM-08     ,918,459,4897,256,4641
01/08/2022,AM-080    ,698,349,7550,698,6852
01/08/2022,AM-081    ,681,340.5,7137,652,6485
01/08/2022,AM-082    ,787,393.5,7914,338,7576
01/08/2022,AM-083    ,850,425,7712,210,7502
01/08/2022,AM-084    ,869,434.5,7660,240,7420
01/08/2022,AM-085    ,941,470.5,8174,276,7898
01/08/2022,AM-086    ,1051,525.5,7946,372,7574
01/08/2022,AM-087    ,1256,628,6901,305,6596
01/08/2022,AM-088    ,1372,686,6664,307,6357
01/08/2022,AM-089    ,1846,923,6865,315,6550
01/08/2022,AM-09     ,546,273,11144,2100,9044
01/08/2022,AM-090    ,1767,883.5,7639,449,7190
01/08/2022,AM-091    ,844,422,7140,856,6284
01/08/2022,AM-092    ,438,219,6298,1336,4962
01/08/2022,AM-093    ,318,159,6274,1520,4754
01/08/2022,AM-094    ,305,152.5,6466,1830,4636
01/08/2022,AM-095    ,266,133,5879,2250,3629
01/08/2022,AM-096    ,266,133,5459,1663,3796
01/08/2022,AM-097    ,140,70,3122,1260,1862
01/08/2022,AM-098    ,144,72,2792,508,2284
01/08/2022,AM-099    ,56,28,1240,480,760
01/08/2022,AM-10     ,576,288,10070,2029,8041
01/08/2022,AM-100    ,18,9,386,120,266
01/08/2022,AM-101    ,12,6,168,14,154
01/08/2022,AM-103    ,21,10.5,87,11,76
01/08/2022,AM-11     ,583,291.5,10311,2116,8195
01/08/2022,AM-12     ,154,77,2924,427,2497
01/08/2022,AM-13     ,615,307.5,10481,1591,8890
01/08/2022,AM-14     ,817,408.5,6958,799,6159
01/08/2022,AM-15     ,700,350,7132,616,6516
01/08/2022,AM-16     ,1000,500,6846,828,6018
