Fecha,Unidad,Total Viajes,Total Vueltas,Km Programados,Km Vacios,Km Realizados
01/06/2025,AM-32     ,426,213,6725,589,6136
01/06/2025,AM-33     ,518,259,7690,774,6916
01/06/2025,AM-34     ,534,267,15627,1310,14317
01/06/2025,AM-35     ,338,169,6689,127,6562
01/06/2025,AM-36     ,594,297,9259,906,8353
01/06/2025,AM-37     ,904,452,6163,585,5578
01/06/2025,AM-38     ,915,457.5,5754,645,5109
01/06/2025,AM-39     ,480,240,8689,622,8067
01/06/2025,AM-40     ,631,315.5,10470,769,9701
01/06/2025,AM-41     ,459,229.5,8729,906,7823
01/06/2025,AM-42     ,1358,679,5748,304,5444
01/06/2025,AM-43     ,472,236,9269,795,8474
01/06/2025,AM-44     ,856,428,4529,401,4128
01/06/2025,AM-45     ,585,292.5,17017,1270,15747
01/06/2025,AM-46     ,622,311,10360,1186,9174
01/06/2025,AM-47     ,1353,676.5,5917,291,5626
01/06/2025,AM-48     ,1548,774,6376,303,6073
01/06/2025,AM-49     ,1081,540.5,4133,0,4133
01/06/2025,AM-50     ,1215,607.5,4777,0,4777
01/06/2025,AM-51     ,861,430.5,4101,0,4101
01/06/2025,AM-52     ,786,393,3718,0,3718
01/06/2025,AM-53     ,1301,650.5,5029,0,5029
01/06/2025,AM-54     ,382,191,1910,0,1910
01/06/2025,AM-55     ,1334,667,5101,24,5077
01/06/2025,AM-56     ,357,178.5,9749,776,8973
01/06/2025,AM-57     ,402,201,8514,1007,7507
01/06/2025,AM-58     ,555,277.5,16815,1278,15537
01/06/2025,AM-59     ,460,230,9669,908,8761
01/06/2025,AM-60     ,499,249.5,13718,1149,12569
01/06/2025,AM-61     ,379,189.5,7713,152,7561
01/06/2025,AM-62     ,340,170,7682,463,7219
01/06/2025,AM-63     ,270,135,5259,98,5161
01/06/2025,AM-64     ,521,260.5,5920,502,5418
01/06/2025,AM-65     ,473,236.5,5246,480,4766
01/06/2025,AM-66     ,496,248,5546,571,4975
01/06/2025,AM-67     ,582,291,6306,483,5823
01/06/2025,AM-68     ,421,210.5,6730,122,6608
01/06/2025,AM-69     ,281,140.5,5877,432,5445
01/06/2025,AM-70     ,250,125,4000,32,3968
01/06/2025,AM-71     ,279,139.5,4464,48,4416
01/06/2025,AM-72     ,230,115,3680,48,3632
01/06/2025,AM-73     ,360,180,7883,880,7003
01/06/2025,AM-74     ,340,170,10880,768,10112
01/06/2025,AM-75     ,483,241.5,14475,1171,13304
01/06/2025,AM-77     ,298,149,4768,32,4736
01/06/2025,AM-86     ,1528,764,6112,188,5924
01/06/2025,AM-87     ,85,42.5,340,12,328
01/06/2025,TM-001    ,37,18.5,592,48,544
01/06/2025,TM-002    ,435,217.5,6960,112,6848
01/06/2025,TM-003    ,447,223.5,7152,80,7072
01/06/2025,TM-004    ,397,198.5,6352,16,6336
01/06/2025,TM-005    ,439,219.5,7024,112,6912
01/06/2025,TM-007    ,488,244,7808,112,7696
01/06/2025,TM-008    ,250,125,4000,48,3952
01/06/2025,TM-010    ,466,233,7456,80,7376
01/06/2025,TM-012    ,287,143.5,4592,48,4544
01/06/2025,TM-013    ,270,135,4320,48,4272
01/06/2025,TM-014    ,337,168.5,5392,64,5328
01/06/2025,TM-015    ,305,152.5,4880,80,4800
01/06/2025,TM-016    ,14,7,224,0,224
01/06/2025,TM-017    ,485,242.5,7760,112,7648
01/06/2025,TM-018    ,490,245,7840,64,7776
01/06/2025,TM-019    ,381,190.5,6096,112,5984
01/06/2025,TM-024    ,243,121.5,3888,32,3856
01/06/2025,TM-025    ,357,178.5,5712,80,5632
01/06/2025,TM-027    ,492,246,7866,74,7792
01/06/2025,TM-028    ,56,28,896,0,896
01/06/2025,TM-029    ,494,247,7904,128,7776
01/06/2025,TM-030    ,516,258,8256,80,8176
01/06/2025,TM-031    ,450,225,7200,48,7152
01/06/2025,TM-032    ,270,135,4320,96,4224
01/06/2025,TM-033    ,367,183.5,5872,80,5792
01/06/2025,TM-034    ,537,268.5,8592,48,8544
01/06/2025,TM-035    ,80,40,1280,16,1264
01/06/2025,TM-036    ,12,6,192,0,192
01/06/2025,TM-038    ,389,194.5,6224,48,6176
01/06/2025,TM-039    ,327,163.5,5232,96,5136
01/06/2025,TM-040    ,433,216.5,6928,80,6848
01/06/2025,TM-041    ,504,252,8064,80,7984
01/06/2025,TM-046    ,309,154.5,4944,48,4896
01/06/2025,TM-047    ,415,207.5,6628,164,6464
01/06/2025,TM-048    ,321,160.5,5136,48,5088
01/06/2025,TM-049    ,397,198.5,6352,128,6224
01/06/2025,TM-050    ,404,202,6458,170,6288
01/06/2025,TM-055    ,468,234,7488,80,7408
01/06/2025,TM-056    ,452,226,7226,74,7152
01/06/2025,TM-057    ,140,70,2240,32,2208
01/06/2025,TM-058    ,472,236,7552,96,7456
01/06/2025,TM-059    ,481,240.5,7696,48,7648
01/06/2025,TM-060    ,542,271,8666,106,8560
01/06/2025,TM-061    ,537,268.5,8592,96,8496
01/06/2025,TM-062    ,389,194.5,6224,144,6080
01/06/2025,TM-063    ,200,100,3200,64,3136
01/06/2025,TM-064    ,511,255.5,8170,202,7968
01/06/2025,TM-065    ,353,176.5,5642,106,5536
01/06/2025,TM-066    ,402,201,6432,128,6304
01/06/2025,TM-072    ,450,225,7194,58,7136
01/06/2025,TM-073    ,478,239,7642,122,7520
01/06/2025,TM-074    ,415,207.5,6640,32,6608
01/06/2025,TM-075    ,484,242,7738,154,7584
01/06/2025,TM-076    ,391,195.5,6256,80,6176
01/07/2025,          ,34,17,370.62,32.4,338.22
01/07/2025,AM-01     ,609,304.5,17680.8,1393.8,16287
01/07/2025,AM-02     ,1304,652,6617.76,130.35,6487.41
01/07/2025,AM-03     ,793,396.5,7147.9,630,6517.9
01/07/2025,AM-04     ,692,346,6775.6,653.5,6122.1
01/07/2025,AM-05     ,573,286.5,9241.84,701.11,8540.73
01/07/2025,AM-06     ,639,319.5,17368.5,1423.85,15944.65
01/07/2025,AM-068    ,48,24,752.8,48.8,704
01/07/2025,AM-07     ,493,246.5,6752.54,592.55,6159.99
01/07/2025,AM-070    ,38,19,592.8,48.8,544
01/07/2025,AM-071    ,41,20.5,609.2,1.2,608
01/07/2025,AM-072    ,23,11.5,352.8,16.8,336
01/07/2025,AM-076    ,427,213.5,6521.2,121.2,6400
01/07/2025,AM-077    ,23,11.5,352.4,0.4,352
01/07/2025,AM-08     ,464,232,6240.28,522.7,5717.58
01/07/2025,AM-09     ,566,283,9439.7,784.45,8655.25
01/07/2025,AM-10     ,610,305,14770.38,982.75,13787.63
01/07/2025,AM-11     ,186,93,4418.1,212.85,4205.25
01/07/2025,AM-12     ,763,381.5,6896.48,674.4,6222.08
01/07/2025,AM-13     ,492,246,8142.2,761.2,7381
01/07/2025,AM-14     ,771,385.5,7716.09,692.9,7023.19
01/07/2025,AM-15     ,423,211.5,12016.5,981.85,11034.65
01/07/2025,AM-16     ,473,236.5,8049.45,937.38,7112.07
01/07/2025,AM-17     ,521,260.5,10448.8,1252.85,9195.95
01/07/2025,AM-18     ,688,344,19939.09,1562.2,18376.89
01/07/2025,AM-19     ,1189,594.5,6705.6,167,6538.6
01/07/2025,AM-20     ,1242,621,5785.8,309,5476.8
01/07/2025,AM-21     ,498,249,8277.83,674.46,7603.37
01/07/2025,AM-22     ,696,348,7085,581.55,6503.45
01/07/2025,AM-23     ,535,267.5,7876.2,730,7146.2
01/07/2025,AM-24     ,740,370,7132.36,558.98,6573.38
01/07/2025,AM-25     ,544,272,11848.79,984.6,10864.19
01/07/2025,AM-26     ,557,278.5,8555.7,819.4,7736.3
01/07/2025,AM-27     ,517,258.5,7689.98,761.95,6928.03
01/07/2025,AM-28     ,529,264.5,8730.56,1086.93,7643.63
01/07/2025,AM-29     ,649,324.5,9796.72,827,8969.72
01/07/2025,AM-30     ,620,310,8935.76,739.9,8195.86
01/07/2025,AM-31     ,591,295.5,9029.49,808.75,8220.74
01/07/2025,AM-32     ,562,281,8329.3,765.2,7564.1
01/07/2025,AM-33     ,521,260.5,7752.55,707,7045.55
01/07/2025,AM-34     ,560,280,17130.4,1211.4,15919
01/07/2025,AM-35     ,384,192,7595,112,7483
01/07/2025,AM-36     ,529,264.5,10019.34,902.93,9116.41
01/07/2025,AM-37     ,788,394,4561.76,478.26,4083.5
01/07/2025,AM-38     ,895,447.5,5609.51,495.81,5113.7
01/07/2025,AM-39     ,458,229,8828.85,1004.8,7824.05
01/07/2025,AM-40     ,637,318.5,7287.09,541.21,6745.88
01/07/2025,AM-41     ,641,320.5,10065.13,921.75,9143.38
01/07/2025,AM-42     ,1451,725.5,6480.76,325.03,6155.73
01/07/2025,AM-43     ,557,278.5,9017.05,917.02,8100.03
01/07/2025,AM-44     ,979,489.5,5625.86,588.96,5036.9
01/07/2025,AM-45     ,666,333,15630.05,1139.41,14490.64
01/07/2025,AM-46     ,504,252,9845.55,1018.7,8826.85
01/07/2025,AM-47     ,1482,741,6166.82,324.2,5842.62
01/07/2025,AM-48     ,1345,672.5,5504.6,271.3,5233.3
01/07/2025,AM-49     ,1292,646,5008.8,11.2,4997.6
01/07/2025,AM-50     ,1319,659.5,4922.8,13.2,4909.6
01/07/2025,AM-51     ,1445,722.5,5359,7.2,5351.8
01/07/2025,AM-52     ,1093,546.5,4291.1,6.8,4284.3
01/07/2025,AM-53     ,835,417.5,4034.3,8.4,4025.9
01/07/2025,AM-54     ,104,52,508.55,0.8,507.75
01/07/2025,AM-55     ,977,488.5,4170.3,6.4,4163.9
01/07/2025,AM-56     ,423,211.5,12470.2,1141.2,11329
01/07/2025,AM-57     ,588,294,10372.5,902.1,9470.4
01/07/2025,AM-58     ,558,279,16368.7,1185.9,15182.8
01/07/2025,AM-59     ,480,240,9953.3,1125.45,8827.85
01/07/2025,AM-60     ,328,164,8922.5,722.55,8199.95
01/07/2025,AM-61     ,392,196,7780,112,7668
01/07/2025,AM-62     ,460,230,13408.5,1046.4,12362.1
01/07/2025,AM-63     ,331,165.5,6725,122,6603
01/07/2025,AM-64     ,563,281.5,6771.56,631.03,6140.53
01/07/2025,AM-65     ,469,234.5,5890.68,527.86,5362.82
01/07/2025,AM-66     ,562,281,6131.94,469.16,5662.78
01/07/2025,AM-67     ,482,241,5602.76,457.24,5145.52
01/07/2025,AM-68     ,301,150.5,4566.4,38.4,4528
01/07/2025,AM-69     ,343,171.5,6735.6,673.95,6061.65
01/07/2025,AM-70     ,242,121,3694.8,46.8,3648
01/07/2025,AM-71     ,302,151,4676,36,4640
01/07/2025,AM-72     ,111,55.5,1682.4,2.4,1680
01/07/2025,AM-73     ,304,152,6347.15,725.9,5621.25
01/07/2025,AM-74     ,437,218.5,13889.2,993.2,12896
01/07/2025,AM-75     ,576,288,18144.8,1456.8,16688
01/07/2025,AM-76     ,1,0.5,16,0,16
01/07/2025,AM-77     ,312,156,4830,94,4736
01/07/2025,AM-86     ,1659,829.5,6458.79,204,6254.79
01/07/2025,TM-002    ,449,224.5,6903.6,55.6,6848
01/07/2025,TM-003    ,398,199,6118.8,86.8,6032
01/07/2025,TM-004    ,505,252.5,7815.2,71.2,7744
01/07/2025,TM-005    ,335,167.5,5173.2,37.2,5136
01/07/2025,TM-007    ,451,225.5,7101.6,157.6,6944
01/07/2025,TM-008    ,426,213,6583.2,71.2,6512
01/07/2025,TM-010    ,461,230.5,7081.2,137.2,6944
01/07/2025,TM-012    ,476,238,7304.4,56.4,7248
01/07/2025,TM-013    ,545,272.5,8392.8,120.8,8272
01/07/2025,TM-014    ,457,228.5,7047.6,103.6,6944
01/07/2025,TM-015    ,515,257.5,7944.4,88.4,7856
01/07/2025,TM-016    ,420,210,6470.8,70.8,6400
01/07/2025,TM-017    ,466,233,7159.6,103.6,7056
01/07/2025,TM-018    ,326,163,5106.8,114.8,4992
01/07/2025,TM-019    ,483,241.5,7556.4,84.4,7472
01/07/2025,TM-024    ,494,247,7671.2,103.2,7568
01/07/2025,TM-025    ,449,224.5,6903.6,103.6,6800
01/07/2025,TM-027    ,419,209.5,6455.2,103.2,6352
01/07/2025,TM-028    ,184,92,2944,64,2880
01/07/2025,TM-029    ,424,212,6629.2,133.2,6496
01/07/2025,TM-030    ,464,232,7190.8,70.8,7120
01/07/2025,TM-031    ,409,204.5,6342,102,6240
01/07/2025,TM-032    ,320,160,5026.4,50.4,4976
01/07/2025,TM-033    ,153,76.5,2364.4,60.4,2304
01/07/2025,TM-034    ,437,218.5,6744.4,200.4,6544
01/07/2025,TM-035    ,479,239.5,7336.8,120.8,7216
01/07/2025,TM-038    ,498,249,7719.6,119.6,7600
01/07/2025,TM-039    ,140,70,2240,48,2192
01/07/2025,TM-040    ,459,229.5,7110.8,118.8,6992
01/07/2025,TM-041    ,506,253,7784.8,88.8,7696
01/07/2025,TM-046    ,425,212.5,6519.6,55.6,6464
01/07/2025,TM-047    ,279,139.5,4200.4,88.4,4112
01/07/2025,TM-048    ,379,189.5,5908.4,116.4,5792
01/07/2025,TM-049    ,281,140.5,4308.8,20.8,4288
01/07/2025,TM-050    ,357,178.5,5520.4,96.4,5424
01/07/2025,TM-055    ,404,202,6271.2,95.2,6176
01/07/2025,TM-056    ,509,254.5,7968,112,7856
01/07/2025,TM-057    ,469,234.5,7334,118,7216
01/07/2025,TM-058    ,478,239,7382.8,54.8,7328
01/07/2025,TM-059    ,408,204,6294.8,86.8,6208
01/07/2025,TM-060    ,473,236.5,7366.4,150.4,7216
01/07/2025,TM-061    ,442,221,6816.8,80.8,6736
01/07/2025,TM-062    ,512,256,7938,162,7776
01/07/2025,TM-063    ,509,254.5,7874,98,7776
01/07/2025,TM-064    ,423,211.5,6518.8,102.8,6416
01/07/2025,TM-065    ,511,255.5,7937.2,129.2,7808
01/07/2025,TM-066    ,476,238,7257.2,89.2,7168
01/07/2025,TM-072    ,408,204,6210.8,66.8,6144
01/07/2025,TM-073    ,413,206.5,6376.8,200.8,6176
01/07/2025,TM-074    ,524,262,8073.6,121.6,7952
01/07/2025,TM-075    ,493,246.5,7639.2,87.2,7552
01/07/2025,TM-076    ,486,243,7511.2,87.2,7424
01/08/2025,          ,43,21.5,1292,98,1194
01/08/2025,AM-01     ,716,358,20624.8,1510.8,19114
01/08/2025,AM-02     ,1111,555.5,6497.86,228.5,6269.36
01/08/2025,AM-03     ,713,356.5,7631.6,700.6,6931
01/08/2025,AM-04     ,759,379.5,6928.8,598.8,6330
01/08/2025,AM-05     ,447,223.5,8174.69,968.6,7206.09
01/08/2025,AM-06     ,653,326.5,19586,1436,18150
01/08/2025,AM-068    ,15,7.5,240,0,240
01/08/2025,AM-07     ,432,216,7562.36,694.8,6867.56
01/08/2025,AM-070    ,22,11,352,16,336
01/08/2025,AM-071    ,5,2.5,80,0,80
01/08/2025,AM-072    ,18,9,288,16,272
01/08/2025,AM-076    ,415,207.5,6597.6,69.6,6528
01/08/2025,AM-077    ,44,22,704.4,32.4,672
01/08/2025,AM-08     ,591,295.5,8237.98,698.06,7539.92
01/08/2025,AM-09     ,613,306.5,10741.75,1085.1,9656.65
01/08/2025,AM-10     ,595,297.5,15831.4,1320.4,14511
01/08/2025,AM-11     ,286,143,5881,93,5788
01/08/2025,AM-12     ,697,348.5,5259.47,539.75,4719.72
01/08/2025,AM-13     ,535,267.5,8922.05,935.35,7986.7
01/08/2025,AM-14     ,728,364,7422.25,624.4,6797.85
01/08/2025,AM-15     ,419,209.5,12206,1027,11179
01/08/2025,AM-16     ,403,201.5,8216.62,649.8,7566.82
01/08/2025,AM-17     ,531,265.5,9786.5,856.15,8930.35
01/08/2025,AM-18     ,619,309.5,15012.4,1050.4,13962
01/08/2025,AM-19     ,1270,635,6894.9,154.75,6740.15
01/08/2025,AM-20     ,1628,814,7228.2,356.8,6871.4
01/08/2025,AM-21     ,522,261,9069.7,829.05,8240.65
01/08/2025,AM-22     ,802,401,8474.85,783.2,7691.65
01/08/2025,AM-23     ,558,279,7775.33,692.4,7082.93
01/08/2025,AM-24     ,623,311.5,7278.2,638.4,6639.8
01/08/2025,AM-25     ,666,333,9976.35,921.1,9055.25
01/08/2025,AM-26     ,438,219,6271.73,562.8,5708.93
01/08/2025,AM-27     ,586,293,8914.13,845.4,8068.73
01/08/2025,AM-28     ,518,259,9012.2,987.91,8024.29
01/08/2025,AM-29     ,534,267,8218.29,946.25,7272.04
01/08/2025,AM-30     ,625,312.5,8896.4,781.2,8115.2
01/08/2025,AM-31     ,478,239,6967,660,6307
01/08/2025,AM-32     ,497,248.5,6900.31,519.4,6380.91
01/08/2025,AM-33     ,503,251.5,7822.87,744.4,7078.47
01/08/2025,AM-34     ,532,266,15687,915,14772
01/08/2025,AM-35     ,428,214,7635,140,7495
01/08/2025,AM-36     ,500,250,9902.99,1030.3,8872.69
01/08/2025,AM-37     ,989,494.5,5098.64,495.2,4603.44
01/08/2025,AM-38     ,851,425.5,5516.2,518.2,4998
01/08/2025,AM-39     ,562,281,10783.65,1280.9,9502.75
01/08/2025,AM-40     ,655,327.5,9464.56,956.55,8508.01
01/08/2025,AM-41     ,554,277,9350.96,804.8,8546.16
01/08/2025,AM-42     ,1582,791,6871.72,371.19,6500.53
01/08/2025,AM-43     ,441,220.5,7847.73,708.65,7139.08
01/08/2025,AM-44     ,888,444,6673.96,652.8,6021.16
01/08/2025,AM-45     ,417,208.5,9472.4,755.55,8716.85
01/08/2025,AM-46     ,493,246.5,8677.15,1116.95,7560.2
01/08/2025,AM-47     ,1542,771,6215.42,305.19,5910.23
01/08/2025,AM-48     ,1401,700.5,5987.6,318.7,5668.9
01/08/2025,AM-49     ,775,387.5,3806.3,4.8,3801.5
01/08/2025,AM-50     ,1276,638,4993.35,2.4,4990.95
01/08/2025,AM-51     ,1238,619,4714,0,4714
01/08/2025,AM-52     ,1277,638.5,5042.8,2.4,5040.4
01/08/2025,AM-53     ,1264,632,4869.8,2.4,4867.4
01/08/2025,AM-54     ,142,71,598,0,598
01/08/2025,AM-55     ,943,471.5,4075.1,2.4,4072.7
01/08/2025,AM-56     ,438,219,13760.4,930.4,12830
01/08/2025,AM-57     ,422,211,7383.6,694.5,6689.1
01/08/2025,AM-58     ,592,296,16896.65,1393.7,15502.95
01/08/2025,AM-59     ,521,260.5,9678.2,1167.2,8511
01/08/2025,AM-60     ,629,314.5,16959.6,1324.6,15635
01/08/2025,AM-61     ,283,141.5,5616,102,5514
01/08/2025,AM-62     ,559,279.5,15609.95,1175.4,14434.55
01/08/2025,AM-63     ,322,161,6313,251,6062
01/08/2025,AM-64     ,507,253.5,5998.16,462.16,5536
01/08/2025,AM-65     ,448,224,5978.96,538.44,5440.52
01/08/2025,AM-66     ,465,232.5,5363.88,526.8,4837.08
01/08/2025,AM-67     ,549,274.5,6452.68,554.72,5897.96
01/08/2025,AM-68     ,353,176.5,5601.2,65.2,5536
01/08/2025,AM-69     ,302,151,9020.25,724.35,8295.9
01/08/2025,AM-70     ,293,146.5,4667.2,75.2,4592
01/08/2025,AM-71     ,282,141,4465.2,33.2,4432
01/08/2025,AM-72     ,262,131,4145.2,81.2,4064
01/08/2025,AM-73     ,278,139,5475.05,431.2,5043.85
01/08/2025,AM-74     ,300,150,7634.4,451.4,7183
01/08/2025,AM-75     ,636,318,20263,1542,18721
01/08/2025,AM-77     ,296,148,4673.6,49.6,4624
01/08/2025,AM-86     ,1593,796.5,6330.42,196,6134.42
01/08/2025,AM-87     ,29,14.5,115,3,112
01/08/2025,TM-002    ,248,124,3968,16,3952
01/08/2025,TM-003    ,446,223,7058,98,6960
01/08/2025,TM-004    ,406,203,6480.4,112.4,6368
01/08/2025,TM-005    ,427,213.5,6832,16,6816
01/08/2025,TM-007    ,466,233,7424.8,48.8,7376
01/08/2025,TM-008    ,390,195,6208.8,80.8,6128
01/08/2025,TM-010    ,563,281.5,8930,98,8832
01/08/2025,TM-012    ,395,197.5,6251.6,59.6,6192
01/08/2025,TM-013    ,486,243,7682.4,34.4,7648
01/08/2025,TM-014    ,423,211.5,6674.8,50.8,6624
01/08/2025,TM-015    ,296,148,4658,18,4640
01/08/2025,TM-016    ,406,203,6386.8,34.8,6352
01/08/2025,TM-017    ,381,190.5,6018,18,6000
01/08/2025,TM-018    ,4,2,64,0,64
01/08/2025,TM-019    ,460,230,7266.4,82.4,7184
01/08/2025,TM-024    ,457,228.5,7249.6,113.6,7136
01/08/2025,TM-025    ,417,208.5,6640.8,96.8,6544
01/08/2025,TM-026    ,108,54,1681.6,17.6,1664
01/08/2025,TM-027    ,389,194.5,6177.2,33.2,6144
01/08/2025,TM-028    ,354,177,5664,16,5648
01/08/2025,TM-029    ,527,263.5,8307.2,51.2,8256
01/08/2025,TM-030    ,292,146,4578.4,18.4,4560
01/08/2025,TM-031    ,518,259,8178.8,50.8,8128
01/08/2025,TM-033    ,401,200.5,6338.4,82.4,6256
01/08/2025,TM-034    ,472,236,7520.8,64.8,7456
01/08/2025,TM-035    ,441,220.5,6962.4,82.4,6880
01/08/2025,TM-038    ,488,244,7755.6,107.6,7648
01/08/2025,TM-039    ,156,78,2496,0,2496
01/08/2025,TM-040    ,473,236.5,7490,82,7408
01/08/2025,TM-041    ,483,241.5,7650,50,7600
01/08/2025,TM-042    ,78,39,1248,16,1232
01/08/2025,TM-046    ,341,170.5,5425.2,97.2,5328
01/08/2025,TM-047    ,265,132.5,4209.6,65.6,4144
01/08/2025,TM-048    ,304,152,4817.2,49.2,4768
01/08/2025,TM-049    ,306,153,4849.2,65.2,4784
01/08/2025,TM-050    ,358,179,5728,80,5648
01/08/2025,TM-055    ,435,217.5,6876.4,12.4,6864
01/08/2025,TM-056    ,467,233.5,7404.4,92.4,7312
01/08/2025,TM-057    ,326,163,5216,48,5168
01/08/2025,TM-058    ,448,224,7109.2,37.2,7072
01/08/2025,TM-059    ,373,186.5,5940.4,68.4,5872
01/08/2025,TM-060    ,353,176.5,5616.8,96.8,5520
01/08/2025,TM-061    ,503,251.5,7954.4,82.4,7872
01/08/2025,TM-062    ,506,253,7986.8,98.8,7888
01/08/2025,TM-063    ,478,239,7579.6,75.6,7504
01/08/2025,TM-064    ,525,262.5,8347.2,123.2,8224
01/08/2025,TM-065    ,529,264.5,8402,98,8304
01/08/2025,TM-066    ,479,239.5,7586.4,98.4,7488
01/08/2025,TM-072    ,254,127,4058,74,3984
01/08/2025,TM-073    ,444,222,7041.6,49.6,6992
01/08/2025,TM-074    ,448,224,7068.4,108.4,6960
01/08/2025,TM-075    ,456,228,7265.2,65.2,7200
01/08/2025,TM-076    ,345,172.5,5488.8,32.8,5456
01/09/2025,          ,18,9,80.12,7.7,72.42
01/09/2025,AM-01     ,707,353.5,20470.06,1440.15,19029.91
01/09/2025,AM-02     ,1432,716,7032.61,171.8,6860.81
01/09/2025,AM-03     ,737,368.5,6791.23,529.7,6261.53
01/09/2025,AM-04     ,727,363.5,6883.57,591.35,6292.22
01/09/2025,AM-05     ,509,254.5,9570.9,1129.16,8441.74
01/09/2025,AM-06     ,647,323.5,20153.18,1524.26,18628.92
01/09/2025,AM-068    ,79,39.5,1203.2,67.2,1136
01/09/2025,AM-07     ,225,112.5,3881.04,389.75,3491.29
01/09/2025,AM-070    ,16,8,194,18,176
01/09/2025,AM-071    ,20,10,273.2,1.2,272
01/09/2025,AM-072    ,74,37,1013.2,37.2,976
01/09/2025,AM-076    ,328,164,4574,126,4448
01/09/2025,AM-077    ,56,28,849.6,17.6,832
01/09/2025,AM-08     ,603,301.5,8899.08,821.61,8077.47
01/09/2025,AM-09     ,520,260,9987.45,975.5,9011.95
01/09/2025,AM-10     ,617,308.5,17018.94,1147,15871.94
01/09/2025,AM-11     ,303,151.5,6673.44,223.6,6449.84
01/09/2025,AM-12     ,865,432.5,5300.84,484.65,4816.19
01/09/2025,AM-13     ,575,287.5,9998.75,891.1,9107.65
01/09/2025,AM-14     ,718,359,7973.69,640.1,7333.59
01/09/2025,AM-15     ,540,270,16098.8,1128.8,14970
01/09/2025,AM-16     ,599,299.5,9345.88,757.08,8588.8
01/09/2025,AM-17     ,522,261,9817.67,993.41,8824.26
01/09/2025,AM-18     ,705,352.5,7562.14,624.1,6938.04
01/09/2025,AM-19     ,1265,632.5,6361.39,190.9,6170.49
01/09/2025,AM-20     ,1315,657.5,5766.96,362.69,5404.27
01/09/2025,AM-21     ,560,280,10705.92,1097.45,9608.47
01/09/2025,AM-22     ,676,338,6749.15,596.2,6152.95
01/09/2025,AM-23     ,584,292,8965.62,761.71,8203.91
01/09/2025,AM-24     ,603,301.5,16859.12,1423.25,15435.87
01/09/2025,AM-25     ,579,289.5,11342.1,996.33,10345.77
01/09/2025,AM-26     ,521,260.5,7468.57,626.75,6841.82
01/09/2025,AM-27     ,583,291.5,9121.78,770.15,8351.63
01/09/2025,AM-28     ,536,268,9265.74,884.26,8381.48
01/09/2025,AM-29     ,573,286.5,8596.14,731.9,7864.24
01/09/2025,AM-30     ,583,291.5,8379.45,839.06,7540.39
01/09/2025,AM-31     ,577,288.5,8964.52,756.35,8208.17
01/09/2025,AM-32     ,561,280.5,8405.8,820.95,7584.85
01/09/2025,AM-33     ,402,201,6105.18,576.4,5528.78
01/09/2025,AM-34     ,516,258,10866.05,932.75,9933.3
01/09/2025,AM-35     ,335,167.5,6729,122,6607
01/09/2025,AM-36     ,803,401.5,10532.58,912.03,9620.55
01/09/2025,AM-37     ,1000,500,4944.78,479.45,4465.33
01/09/2025,AM-38     ,925,462.5,4332.23,414.35,3917.88
01/09/2025,AM-39     ,502,251,9912.15,1080.45,8831.7
01/09/2025,AM-40     ,681,340.5,9558.84,794.54,8764.3
01/09/2025,AM-41     ,675,337.5,8469.09,562.79,7906.3
01/09/2025,AM-42     ,1579,789.5,6184.26,299.98,5884.28
01/09/2025,AM-43     ,611,305.5,9504.07,953.26,8550.81
01/09/2025,AM-44     ,782,391,8336.96,773.79,7563.17
01/09/2025,AM-45     ,632,316,15457.04,1038.39,14418.65
01/09/2025,AM-46     ,572,286,10558.46,1137.8,9420.66
01/09/2025,AM-47     ,1200,600,5152.76,254.82,4897.94
01/09/2025,AM-48     ,1489,744.5,6074,305.71,5768.29
01/09/2025,AM-49     ,1242,621,4543.6,24.8,4518.8
01/09/2025,AM-50     ,629,314.5,2823.7,20.4,2803.3
01/09/2025,AM-51     ,829,414.5,3500.95,18.4,3482.55
01/09/2025,AM-52     ,887,443.5,3520.4,18.8,3501.6
01/09/2025,AM-53     ,1245,622.5,4614,58.9,4555.1
01/09/2025,AM-54     ,136,68,724.1,41.5,682.6
01/09/2025,AM-55     ,1317,658.5,4836.4,26,4810.4
01/09/2025,AM-56     ,309,154.5,9280.35,710.1,8570.25
01/09/2025,AM-57     ,504,252,9818.4,826.75,8991.65
01/09/2025,AM-58     ,453,226.5,9140.72,1024.61,8116.11
01/09/2025,AM-59     ,570,285,10736.44,909.15,9827.29
01/09/2025,AM-60     ,609,304.5,17596.48,1396.4,16200.08
01/09/2025,AM-61     ,302,151,6390.18,259.21,6130.97
01/09/2025,AM-62     ,537,268.5,15333.6,1067.6,14266
01/09/2025,AM-63     ,270,135,5582.2,99.2,5483
01/09/2025,AM-64     ,571,285.5,6587.7,675.98,5911.72
01/09/2025,AM-65     ,531,265.5,6397.94,538.25,5859.69
01/09/2025,AM-66     ,559,279.5,6965.68,520.46,6445.22
01/09/2025,AM-67     ,567,283.5,6594.28,526.24,6068.04
01/09/2025,AM-68     ,247,123.5,3547.2,43.2,3504
01/09/2025,AM-69     ,405,202.5,11265,1006.05,10258.95
01/09/2025,AM-70     ,162,81,2296,24,2272
01/09/2025,AM-71     ,107,53.5,1525.2,21.2,1504
01/09/2025,AM-72     ,268,134,3851.6,27.6,3824
01/09/2025,AM-73     ,202,101,4426.55,608.7,3817.85
01/09/2025,AM-74     ,417,208.5,12767.3,1029.65,11737.65
